과목명,학교명,학년
세계사,김제여고등학교,2학년
사회와 문화,김제여고등학교,2학년
현대사회와 윤리,김제여고등학교,2학년
한국지리 탐구,김제여고등학교,2학년
생태와 환경,김제여고등학교,2학년
물리학,김제여고등학교,2학년
화학,김제여고등학교,2학년
생명과학,김제여고등학교,2학년
지구과학,김제여고등학교,2학년
화학 실험,김제여고등학교,2학년
생명과학 실험,김제여고등학교,2학년
체육1,남원고등학교,2학년
체육2,남원고등학교,2학년
생활과학 탐구,남원고등학교,2학년
중국어,남원고등학교,2학년
일본어,남원고등학교,2학년
한문,남원고등학교,2학년
로봇과 공학세계,남원고등학교,2학년
한문 고전 읽기,남원고등학교,2학년
심화 중국어,남원고등학교,2학년
심화 일본어,남원고등학교,2학년
문학,남원고등학교,2학년
대수,남원고등학교,2학년
영어Ⅰ,남원고등학교,2학년
세계시민과 지리,남원고등학교,2학년
사회와 문화,남원고등학교,2학년
현대사회와 윤리,남원고등학교,2학년
동아시아 역사 기행,남원고등학교,2학년
물리학,남원고등학교,2학년
화학,남원고등학교,2학년
생명과학,남원고등학교,2학년
지구과학,남원고등학교,2학년
화법과 언어,남원고등학교,2학년
주제 탐구 독서,남원고등학교,2학년
미적분Ⅰ,남원고등학교,2학년
기하,남원고등학교,2학년
영어Ⅱ,남원고등학교,2학년
한국지리 탐구,남원고등학교,2학년
정치,남원고등학교,2학년
법과 사회,남원고등학교,2학년
윤리와 사상,남원고등학교,2학년
역사로 탐구하는 현대 세계,남원고등학교,2학년
전자기와 양자,남원고등학교,2학년
물질과 에너지,남원고등학교,2학년
세포와 물질대사,남원고등학교,2학년
지구시스템과학,남원고등학교,2학년
독서와 작문,남원서진여고등학교,2학년
문학,남원서진여고등학교,2학년
대수,남원서진여고등학교,2학년
미적분Ⅰ,남원서진여고등학교,2학년
영어Ⅰ,남원서진여고등학교,2학년
영어Ⅱ,남원서진여고등학교,2학년
스포츠 문화,남원서진여고등학교,2학년
스포츠 과학,남원서진여고등학교,2학년
음악,남원서진여고등학교,2학년
음악 감상과 비평,남원서진여고등학교,2학년
정보,남원서진여고등학교,2학년
인공지능 기초,남원서진여고등학교,2학년
세계시민과 지리,남원서진여고등학교,2학년
세계사,남원서진여고등학교,2학년
사회와 문화,남원서진여고등학교,2학년
현대사회와 윤리,남원서진여고등학교,2학년
경제,남원서진여고등학교,2학년
윤리와 사상,남원서진여고등학교,2학년
물리학,남원서진여고등학교,2학년
화학,남원서진여고등학교,2학년
생명과학,남원서진여고등학교,2학년
지구과학,남원서진여고등학교,2학년
세계시민과 지리,남원서진여고등학교,2학년
세계사,남원서진여고등학교,2학년
사회와 문화,남원서진여고등학교,2학년
현대사회와 윤리,남원서진여고등학교,2학년
경제,남원서진여고등학교,2학년
윤리와 사상,남원서진여고등학교,2학년
물리학,남원서진여고등학교,2학년
역학과 에너지,남원서진여고등학교,2학년
물질과 에너지,남원서진여고등학교,2학년
세포와 물질대사,남원서진여고등학교,2학년
지구시스템과학,남원서진여고등학교,2학년
화법과 언어,남원여고등학교,2학년
문학,남원여고등학교,2학년
대수,남원여고등학교,2학년
미적분Ⅰ,남원여고등학교,2학년
영어Ⅰ,남원여고등학교,2학년
영어Ⅱ,남원여고등학교,2학년
체육1,남원여고등학교,2학년
체육2,남원여고등학교,2학년
세계시민과 지리,남원여고등학교,2학년
세계사,남원여고등학교,2학년
사회와 문화,남원여고등학교,2학년
현대사회와 윤리,남원여고등학교,2학년
정치,남원여고등학교,2학년
물리학,남원여고등학교,2학년
화학,남원여고등학교,2학년
생명과학,남원여고등학교,2학년
지구과학,남원여고등학교,2학년
한국지리 탐구,남원여고등학교,2학년
동아시아 역사 기행,남원여고등학교,2학년
법과 사회,남원여고등학교,2학년
경제,남원여고등학교,2학년
윤리와 사상,남원여고등학교,2학년
역학과 에너지,남원여고등학교,2학년
물질과 에너지,남원여고등학교,2학년
세포와 물질대사,남원여고등학교,2학년
지구시스템과학,남원여고등학교,2학년
과학의 역사와 문화,남원여고등학교,2학년
음악 연주와 창작,남원여고등학교,2학년
미술 창작,남원여고등학교,2학년
기술·가정,남원여고등학교,2학년
정보,남원여고등학교,2학년
중국어,남원여고등학교,2학년
일본어,남원여고등학교,2학년
음악 연주와 창작,남원여고등학교,2학년
미술 창작,남원여고등학교,2학년
기술·가정,남원여고등학교,2학년
정보,남원여고등학교,2학년
중국어,남원여고등학교,2학년
일본어,남원여고등학교,2학년
스포츠 문화,덕암고등학교,2학년
스포츠 과학,덕암고등학교,2학년
중국어,덕암고등학교,2학년
일본어,덕암고등학교,2학년
독서와 작문,덕암고등학교,2학년
대수,덕암고등학교,2학년
기하,덕암고등학교,2학년
수학과제 탐구,덕암고등학교,2학년
영어Ⅰ,덕암고등학교,2학년
세계시민과 지리,덕암고등학교,2학년
세계사,덕암고등학교,2학년
사회와 문화,덕암고등학교,2학년
현대사회와 윤리,덕암고등학교,2학년
물리학,덕암고등학교,2학년
화학,덕암고등학교,2학년
생명과학,덕암고등학교,2학년
지구과학,덕암고등학교,2학년
주제 탐구 독서,덕암고등학교,2학년
영어 발표와 토론,덕암고등학교,2학년
문학,덕암고등학교,2학년
미적분Ⅰ,덕암고등학교,2학년
확률과 통계,덕암고등학교,2학년
영어Ⅱ,덕암고등학교,2학년
한국지리 탐구,덕암고등학교,2학년
동아시아 역사 기행,덕암고등학교,2학년
정치,덕암고등학교,2학년
법과 사회,덕암고등학교,2학년
윤리와 사상,덕암고등학교,2학년
물리학,덕암고등학교,2학년
화학,덕암고등학교,2학년
생명과학,덕암고등학교,2학년
지구과학,덕암고등학교,2학년
운동과 건강,동국사대부금산고등학교,2학년
스포츠 생활1,동국사대부금산고등학교,2학년
음악 감상과 비평,동국사대부금산고등학교,2학년
미술 감상과 비평,동국사대부금산고등학교,2학년
문학,동국사대부금산고등학교,2학년
문학과 영상,동국사대부금산고등학교,2학년
미적분Ⅰ,동국사대부금산고등학교,2학년
경제 수학,동국사대부금산고등학교,2학년
영어Ⅰ,동국사대부금산고등학교,2학년
영어 독해와 작문,동국사대부금산고등학교,2학년
기하,동국사대부금산고등학교,2학년
실생활 영어 회화,동국사대부금산고등학교,2학년
세계시민과 지리,동국사대부금산고등학교,2학년
세계사,동국사대부금산고등학교,2학년
사회와 문화,동국사대부금산고등학교,2학년
경제,동국사대부금산고등학교,2학년
인문학과 윤리,동국사대부금산고등학교,2학년
물리학,동국사대부금산고등학교,2학년
화학,동국사대부금산고등학교,2학년
생명과학,동국사대부금산고등학교,2학년
지구과학,동국사대부금산고등학교,2학년
화법과 언어,동국사대부금산고등학교,2학년
독서 토론과 글쓰기,동국사대부금산고등학교,2학년
대수,동국사대부금산고등학교,2학년
인공지능 수학,동국사대부금산고등학교,2학년
영어Ⅱ,동국사대부금산고등학교,2학년
영미 문학 읽기,동국사대부금산고등학교,2학년
미적분Ⅱ,동국사대부금산고등학교,2학년
세계 문화와 영어,동국사대부금산고등학교,2학년
현대사회와 윤리,동국사대부금산고등학교,2학년
한국지리 탐구,동국사대부금산고등학교,2학년
동아시아 역사 기행,동국사대부금산고등학교,2학년
정치,동국사대부금산고등학교,2학년
역학과 에너지,동국사대부금산고등학교,2학년
물질과 에너지,동국사대부금산고등학교,2학년
세포와 물질대사,동국사대부금산고등학교,2학년
지구시스템과학,동국사대부금산고등학교,2학년
화법과 언어,배영고등학교,2학년
문학,배영고등학교,2학년
대수,배영고등학교,2학년
미적분Ⅰ,배영고등학교,2학년
영어Ⅰ,배영고등학교,2학년
영어Ⅱ,배영고등학교,2학년
운동과 건강,배영고등학교,2학년
스포츠 문화,배영고등학교,2학년
음악 감상과 비평,배영고등학교,2학년
미술과 매체,배영고등학교,2학년
사회와 문화,배영고등학교,2학년
현대사회와 윤리,배영고등학교,2학년
물리학,배영고등학교,2학년
화학,배영고등학교,2학년
생명과학,배영고등학교,2학년
융합과학 탐구,배영고등학교,2학년
경제,배영고등학교,2학년
사회문제 탐구,배영고등학교,2학년
역학과 에너지,배영고등학교,2학년
화학 반응의 세계,배영고등학교,2학년
생물의 유전,배영고등학교,2학년
과학의 역사와 문화,배영고등학교,2학년
화법과 언어,서영여고등학교,2학년
문학,서영여고등학교,2학년
대수,서영여고등학교,2학년
미적분Ⅰ,서영여고등학교,2학년
영어Ⅰ,서영여고등학교,2학년
영어Ⅱ,서영여고등학교,2학년
스포츠 문화,서영여고등학교,2학년
스포츠 과학,서영여고등학교,2학년
세계시민과 지리,서영여고등학교,2학년
세계사,서영여고등학교,2학년
사회와 문화,서영여고등학교,2학년
현대사회와 윤리,서영여고등학교,2학년
물리학,서영여고등학교,2학년
화학,서영여고등학교,2학년
생명과학,서영여고등학교,2학년
지구과학,서영여고등학교,2학년
한국지리 탐구,서영여고등학교,2학년
동아시아 역사 기행,서영여고등학교,2학년
정치,서영여고등학교,2학년
윤리와 사상,서영여고등학교,2학년
물리학,서영여고등학교,2학년
화학,서영여고등학교,2학년
생명과학,서영여고등학교,2학년
지구과학,서영여고등학교,2학년
역학과 에너지,서영여고등학교,2학년
물질과 에너지,서영여고등학교,2학년
세포와 물질대사,서영여고등학교,2학년
지구시스템과학,서영여고등학교,2학년
확률과 통계,서영여고등학교,2학년
인공지능 수학,서영여고등학교,2학년
직무 수학,서영여고등학교,2학년
정보,서영여고등학교,2학년
중국어,서영여고등학교,2학년
일본어,서영여고등학교,2학년
한문,서영여고등학교,2학년
기하,서영여고등학교,2학년
경제 수학,서영여고등학교,2학년
인공지능 기초,서영여고등학교,2학년
소프트웨어와 생활,서영여고등학교,2학년
중국어 회화,서영여고등학교,2학년
일본어 회화,서영여고등학교,2학년
한문 고전 읽기,서영여고등학교,2학년
언어생활과 한자,서영여고등학교,2학년
중국 문화,서영여고등학교,2학년
일본 문화,서영여고등학교,2학년
스포츠 생활1,성원고등학교,2학년
스포츠 생활2,성원고등학교,2학년
화법과 언어,성원고등학교,2학년
문학,성원고등학교,2학년
대수,성원고등학교,2학년
영어Ⅰ,성원고등학교,2학년
중국 문화,성원고등학교,2학년
일본 문화,성원고등학교,2학년
음악 감상과 비평,성원고등학교,2학년
미술 창작,성원고등학교,2학년
화법과 언어,성원고등학교,2학년
문학,성원고등학교,2학년
미적분Ⅰ,성원고등학교,2학년
확률과 통계,성원고등학교,2학년
영어Ⅱ,성원고등학교,2학년
중국 문화,성원고등학교,2학년
일본 문화,성원고등학교,2학년
음악 감상과 비평,성원고등학교,2학년
미술 창작,성원고등학교,2학년
세계시민과 지리,성원고등학교,2학년
세계사,성원고등학교,2학년
사회와 문화,성원고등학교,2학년
현대사회와 윤리,성원고등학교,2학년
경제,성원고등학교,2학년
물리학,성원고등학교,2학년
화학,성원고등학교,2학년
생명과학,성원고등학교,2학년
지구과학,성원고등학교,2학년
세계시민과 지리,성원고등학교,2학년
세계사,성원고등학교,2학년
사회와 문화,성원고등학교,2학년
현대사회와 윤리,성원고등학교,2학년
경제,성원고등학교,2학년
물리학,성원고등학교,2학년
화학,성원고등학교,2학년
생명과학,성원고등학교,2학년
지구과학,성원고등학교,2학년
화법과 언어,신태인고등학교,2학년
문학,신태인고등학교,2학년
대수,신태인고등학교,2학년
미적분Ⅰ,신태인고등학교,2학년
영어Ⅰ,신태인고등학교,2학년
영어Ⅱ,신태인고등학교,2학년
운동과 건강,신태인고등학교,2학년
스포츠 생활1,신태인고등학교,2학년
물리학,신태인고등학교,2학년
화학,신태인고등학교,2학년
생명과학,신태인고등학교,2학년
지구과학,신태인고등학교,2학년
세계사,신태인고등학교,2학년
사회와 문화,신태인고등학교,2학년
동아시아 역사 기행,신태인고등학교,2학년
정치,신태인고등학교,2학년
법과 사회,신태인고등학교,2학년
세계사,신태인고등학교,2학년
사회와 문화,신태인고등학교,2학년
동아시아 역사 기행,신태인고등학교,2학년
정치,신태인고등학교,2학년
법과 사회,신태인고등학교,2학년
한문,신태인고등학교,2학년
진로와 직업,신태인고등학교,2학년
생태와 환경,신태인고등학교,2학년
인간과 철학,신태인고등학교,2학년
보건,신태인고등학교,2학년
물리학,신태인고등학교,2학년
화학,신태인고등학교,2학년
생명과학,신태인고등학교,2학년
지구과학,신태인고등학교,2학년
역학과 에너지,신태인고등학교,2학년
화학 반응의 세계,신태인고등학교,2학년
세포와 물질대사,신태인고등학교,2학년
행성우주과학,신태인고등학교,2학년
현대사회와 윤리,신태인고등학교,2학년
동아시아 역사 기행,신태인고등학교,2학년
정치,신태인고등학교,2학년
윤리와 사상,신태인고등학교,2학년
인문학과 윤리,신태인고등학교,2학년
국제 관계의 이해,신태인고등학교,2학년
사회문제 탐구,신태인고등학교,2학년
한문,신태인고등학교,2학년
진로와 직업,신태인고등학교,2학년
생태와 환경,신태인고등학교,2학년
독서와 작문,왕신여고등학교,2학년
문학,왕신여고등학교,2학년
대수,왕신여고등학교,2학년
미적분Ⅰ,왕신여고등학교,2학년
영어Ⅰ,왕신여고등학교,2학년
영어Ⅱ,왕신여고등학교,2학년
스포츠 문화,왕신여고등학교,2학년
스포츠 과학,왕신여고등학교,2학년
진로와 직업,왕신여고등학교,2학년
보건,왕신여고등학교,2학년
기술·가정,왕신여고등학교,2학년
로봇과 공학세계,왕신여고등학교,2학년
생활과학 탐구,왕신여고등학교,2학년
창의 공학 설계,왕신여고등학교,2학년
아동발달과 부모,왕신여고등학교,2학년
한문,왕신여고등학교,2학년
세계시민과 지리,왕신여고등학교,2학년
사회와 문화,왕신여고등학교,2학년
현대사회와 윤리,왕신여고등학교,2학년
법과 사회,왕신여고등학교,2학년
경제,왕신여고등학교,2학년
국제 관계의 이해,왕신여고등학교,2학년
물리학,왕신여고등학교,2학년
화학,왕신여고등학교,2학년
생명과학,왕신여고등학교,2학년
지구과학,왕신여고등학교,2학년
진로와 직업,왕신여고등학교,2학년
보건,왕신여고등학교,2학년
한국지리 탐구,왕신여고등학교,2학년
정치,왕신여고등학교,2학년
윤리와 사상,왕신여고등학교,2학년
물리학,왕신여고등학교,2학년
화학,왕신여고등학교,2학년
생명과학,왕신여고등학교,2학년
지구과학,왕신여고등학교,2학년
정보,왕신여고등학교,2학년
인공지능 기초,왕신여고등학교,2학년
데이터 과학,왕신여고등학교,2학년
소프트웨어와 생활,왕신여고등학교,2학년
한문 고전 읽기,왕신여고등학교,2학년
언어생활과 한자,왕신여고등학교,2학년
독서와 작문,인상고등학교,2학년
문학,인상고등학교,2학년
대수,인상고등학교,2학년
미적분Ⅰ,인상고등학교,2학년
영어Ⅰ,인상고등학교,2학년
심화 영어,인상고등학교,2학년
운동과 건강,인상고등학교,2학년
스포츠 과학,인상고등학교,2학년
한문,인상고등학교,2학년
한문 고전 읽기,인상고등학교,2학년
현대사회와 윤리,인상고등학교,2학년
생명과학,인상고등학교,2학년
윤리와 사상,인상고등학교,2학년
세포와 물질대사,인상고등학교,2학년
물리학,인상고등학교,2학년
화학,인상고등학교,2학년
지구과학,인상고등학교,2학년
역학과 에너지,인상고등학교,2학년
물질과 에너지,인상고등학교,2학년
지구시스템과학,인상고등학교,2학년
음악,인상고등학교,2학년
미술,인상고등학교,2학년
음악 연주와 창작,인상고등학교,2학년
미술 창작,인상고등학교,2학년
화법과 언어,인월고등학교,2학년
문학,인월고등학교,2학년
대수,인월고등학교,2학년
미적분Ⅰ,인월고등학교,2학년
영어Ⅰ,인월고등학교,2학년
영어Ⅱ,인월고등학교,2학년
운동과 건강,인월고등학교,2학년
스포츠 생활1,인월고등학교,2학년
영어 독해와 작문,인월고등학교,2학년
세계시민과 지리,인월고등학교,2학년
세계사,인월고등학교,2학년
사회와 문화,인월고등학교,2학년
현대사회와 윤리,인월고등학교,2학년
물리학,인월고등학교,2학년
화학,인월고등학교,2학년
생명과학,인월고등학교,2학년
지구과학,인월고등학교,2학년
주제 탐구 독서,인월고등학교,2학년
미적분Ⅱ,인월고등학교,2학년
영어 독해와 작문,인월고등학교,2학년
영미 문학 읽기,인월고등학교,2학년
세계시민과 지리,인월고등학교,2학년
세계사,인월고등학교,2학년
사회와 문화,인월고등학교,2학년
현대사회와 윤리,인월고등학교,2학년
동아시아 역사 기행,인월고등학교,2학년
법과 사회,인월고등학교,2학년
경제,인월고등학교,2학년
윤리와 사상,인월고등학교,2학년
물리학,인월고등학교,2학년
화학,인월고등학교,2학년
생명과학,인월고등학교,2학년
지구과학,인월고등학교,2학년
물질과 에너지,인월고등학교,2학년
화학 반응의 세계,인월고등학교,2학년
지구시스템과학,인월고등학교,2학년
행성우주과학,인월고등학교,2학년
음악 감상과 비평,인월고등학교,2학년
미술 감상과 비평,인월고등학교,2학년
로봇과 공학세계,인월고등학교,2학년
생활과학 탐구,인월고등학교,2학년
정보,인월고등학교,2학년
중국어,인월고등학교,2학년
일본어,인월고등학교,2학년
인간과 심리,인월고등학교,2학년
교육의 이해,인월고등학교,2학년
음악 연주와 창작,인월고등학교,2학년
미술 창작,인월고등학교,2학년
지식 재산 일반,인월고등학교,2학년
아동발달과 부모,인월고등학교,2학년
인공지능 기초,인월고등학교,2학년
중국어 회화,인월고등학교,2학년
일본어 회화,인월고등학교,2학년
인간과 심리,인월고등학교,2학년
교육의 이해,인월고등학교,2학년
독서와 작문,정읍고등학교,2학년
문학,정읍고등학교,2학년
대수,정읍고등학교,2학년
미적분Ⅰ,정읍고등학교,2학년
영어Ⅰ,정읍고등학교,2학년
영어Ⅱ,정읍고등학교,2학년
스포츠 생활1,정읍고등학교,2학년
스포츠 생활2,정읍고등학교,2학년
음악,정읍고등학교,2학년
미술 감상과 비평,정읍고등학교,2학년
일본어 회화,정읍고등학교,2학년
언어생활과 한자,정읍고등학교,2학년
세계시민과 지리,정읍고등학교,2학년
세계사,정읍고등학교,2학년
사회와 문화,정읍고등학교,2학년
현대사회와 윤리,정읍고등학교,2학년
인간과 심리,정읍고등학교,2학년
보건,정읍고등학교,2학년
논술,정읍고등학교,2학년
물리학,정읍고등학교,2학년
화학,정읍고등학교,2학년
생명과학,정읍고등학교,2학년
지구과학,정읍고등학교,2학년
기하,정읍고등학교,2학년
음악,정읍고등학교,2학년
미술 감상과 비평,정읍고등학교,2학년
일본어 회화,정읍고등학교,2학년
언어생활과 한자,정읍고등학교,2학년
세계시민과 지리,정읍고등학교,2학년
세계사,정읍고등학교,2학년
사회와 문화,정읍고등학교,2학년
현대사회와 윤리,정읍고등학교,2학년
인간과 심리,정읍고등학교,2학년
보건,정읍고등학교,2학년
논술,정읍고등학교,2학년
물리학,정읍고등학교,2학년
화학,정읍고등학교,2학년
생명과학,정읍고등학교,2학년
지구과학,정읍고등학교,2학년
화법과 언어,정읍여고등학교,2학년
문학,정읍여고등학교,2학년
대수,정읍여고등학교,2학년
미적분Ⅰ,정읍여고등학교,2학년
영어Ⅰ,정읍여고등학교,2학년
영어Ⅱ,정읍여고등학교,2학년
운동과 건강,정읍여고등학교,2학년
스포츠 생활1,정읍여고등학교,2학년
진로와 직업,정읍여고등학교,2학년
문학과 영상,정읍여고등학교,2학년
기하,정읍여고등학교,2학년
영어 독해와 작문,정읍여고등학교,2학년
미술사,정읍여고등학교,2학년
미술과 사회,정읍여고등학교,2학년
음악 연주와 창작,정읍여고등학교,2학년
미술 창작,정읍여고등학교,2학년
음악 연주와 창작,정읍여고등학교,2학년
미술 창작,정읍여고등학교,2학년
세계사,정읍여고등학교,2학년
현대사회와 윤리,정읍여고등학교,2학년
한국지리 탐구,정읍여고등학교,2학년
정치,정읍여고등학교,2학년
법과 사회,정읍여고등학교,2학년
물리학,정읍여고등학교,2학년
생명과학,정읍여고등학교,2학년
융합과학 탐구,정읍여고등학교,2학년
드로잉,정읍여고등학교,2학년
세계시민과 지리,정읍여고등학교,2학년
사회와 문화,정읍여고등학교,2학년
동아시아 역사 기행,정읍여고등학교,2학년
경제,정읍여고등학교,2학년
인문학과 윤리,정읍여고등학교,2학년
화학,정읍여고등학교,2학년
지구과학,정읍여고등학교,2학년
역학과 에너지,정읍여고등학교,2학년
세포와 물질대사,정읍여고등학교,2학년
인간과 심리,정읍여고등학교,2학년
보건,정읍여고등학교,2학년
인간과 경제활동,정읍여고등학교,2학년
운동과 건강,정주고등학교,2학년
스포츠 생활1,정주고등학교,2학년
음악,정주고등학교,2학년
음악 감상과 비평,정주고등학교,2학년
문학,정주고등학교,2학년
대수,정주고등학교,2학년
영어Ⅰ,정주고등학교,2학년
세계시민과 지리,정주고등학교,2학년
사회와 문화,정주고등학교,2학년
현대사회와 윤리,정주고등학교,2학년
물리학,정주고등학교,2학년
화학,정주고등학교,2학년
생명과학,정주고등학교,2학년
지구과학,정주고등학교,2학년
화법과 언어,정주고등학교,2학년
미적분Ⅰ,정주고등학교,2학년
영어Ⅱ,정주고등학교,2학년
세계시민과 지리,정주고등학교,2학년
사회와 문화,정주고등학교,2학년
현대사회와 윤리,정주고등학교,2학년
정치,정주고등학교,2학년
법과 사회,정주고등학교,2학년
윤리와 사상,정주고등학교,2학년
물리학,정주고등학교,2학년
화학,정주고등학교,2학년
생명과학,정주고등학교,2학년
지구과학,정주고등학교,2학년
기술·가정,정주고등학교,2학년
중국어,정주고등학교,2학년
일본어,정주고등학교,2학년
한문,정주고등학교,2학년
아동발달과 부모,정주고등학교,2학년
중국어 회화,정주고등학교,2학년
한문 고전 읽기,정주고등학교,2학년
일본 문화,정주고등학교,2학년
스포츠 문화,만경고등학교,3학년
스포츠 과학,만경고등학교,3학년
화법과 언어,만경고등학교,3학년
문학과 영상,만경고등학교,3학년
확률과 통계,만경고등학교,3학년
기하,만경고등학교,3학년
영어 독해와 작문,만경고등학교,3학년
심화 영어,만경고등학교,3학년
언어생활 탐구,만경고등학교,3학년
미적분Ⅱ,만경고등학교,3학년
실생활 영어 회화,만경고등학교,3학년
중국 문화,만경고등학교,3학년
동아시아 역사 기행,만경고등학교,3학년
법과 사회,만경고등학교,3학년
윤리와 사상,만경고등학교,3학년
세포와 물질대사,만경고등학교,3학년
운동과 건강,만경고등학교,3학년
음악 감상과 비평,만경고등학교,3학년
소프트웨어와 생활,만경고등학교,3학년
심화 중국어,만경고등학교,3학년
주제 탐구 독서,만경고등학교,3학년
직무 의사소통,만경고등학교,3학년
경제 수학,만경고등학교,3학년
인공지능 수학,만경고등학교,3학년
영미 문학 읽기,만경고등학교,3학년
직무 영어,만경고등학교,3학년
언어생활 탐구,만경고등학교,3학년
수학과 문화,만경고등학교,3학년
실생활 영어 회화,만경고등학교,3학년
데이터 과학,만경고등학교,3학년
인문학과 윤리,만경고등학교,3학년
역사로 탐구하는 현대 세계,만경고등학교,3학년
사회문제 탐구,만경고등학교,3학년
지구시스템과학,만경고등학교,3학년
운동과 건강,만경고등학교,3학년
음악 연주와 창작,만경고등학교,3학년
소프트웨어와 생활,만경고등학교,3학년
심화 중국어,만경고등학교,3학년
문학,만경여고등학교,3학년
직무 의사소통,만경여고등학교,3학년
미적분Ⅰ,만경여고등학교,3학년
수학과제 탐구,만경여고등학교,3학년
영어 독해와 작문,만경여고등학교,3학년
실생활 영어 회화,만경여고등학교,3학년
스포츠 문화,만경여고등학교,3학년
스포츠 과학,만경여고등학교,3학년
