학교명,과목명,교원수(계)
전북대학교사범대학부설고등학교,체육,1
전북대학교사범대학부설고등학교,지구과학Ⅱ,1
전북대학교사범대학부설고등학교,생명과학Ⅱ,1
전북대학교사범대학부설고등학교,화학Ⅱ,1
전북대학교사범대학부설고등학교,물리학Ⅱ,1
전북대학교사범대학부설고등학교,지구과학Ⅰ,1
전북대학교사범대학부설고등학교,생명과학Ⅰ,1
전북대학교사범대학부설고등학교,화학Ⅰ,1
전북대학교사범대학부설고등학교,물리학Ⅰ,1
전북대학교사범대학부설고등학교,윤리와 사상,1
전북대학교사범대학부설고등학교,사회·문화,1
전북대학교사범대학부설고등학교,세계사,1
전북대학교사범대학부설고등학교,기타특수,1
전북대학교사범대학부설고등학교,중국어Ⅰ,1
전북대학교사범대학부설고등학교,일본어Ⅰ,1
전북대학교사범대학부설고등학교,독일어Ⅰ,1
전북대학교사범대학부설고등학교,정보,1
전북대학교사범대학부설고등학교,미술,1
전북대학교사범대학부설고등학교,음악,2
전북대학교사범대학부설고등학교,통합사회,3
전북대학교사범대학부설고등학교,한국사,2
전북대학교사범대학부설고등학교,진로 영어,1
전북대학교사범대학부설고등학교,영어Ⅱ,3
전북대학교사범대학부설고등학교,영어Ⅰ,2
전북대학교사범대학부설고등학교,영어,3
전북대학교사범대학부설고등학교,경제 수학,1
전북대학교사범대학부설고등학교,기하,2
전북대학교사범대학부설고등학교,실용 수학,2
전북대학교사범대학부설고등학교,수학Ⅰ,3
전북대학교사범대학부설고등학교,수학,2
전북대학교사범대학부설고등학교,심화 국어,1
전북대학교사범대학부설고등학교,문학,3
전북대학교사범대학부설고등학교,독서,3
전북대학교사범대학부설고등학교,국어,2
전북대학교사범대학부설고등학교,한국지리,1
전북대학교사범대학부설고등학교,스포츠 생활,1
전북대학교사범대학부설고등학교,운동과 건강,1
전북기계공업고등학교,메카트로닉스기초,1
전북기계공업고등학교,로봇기구개발,1
전북기계공업고등학교,로봇기초,1
전북기계공업고등학교,가전기기 하드웨어 개발,2
전북기계공업고등학교,로봇 소프트웨어 개발,1
전북기계공업고등학교,내선 공사,2
전북기계공업고등학교,전자 회로,1
전북기계공업고등학교,전기·전자 기초,1
전북기계공업고등학교,자동화 설비,1
전북기계공업고등학교,전기 회로,1
전북기계공업고등학교,피복 아크 용접,1
전북기계공업고등학교,기계 소프트웨어 개발,11
전북기계공업고등학교,로봇 소프트웨어 개발,1
전북기계공업고등학교,기계 수동 조립,6
전북기계공업고등학교,사출 금형 제작,5
전북기계공업고등학교,사출 금형 설계,1
전북기계공업고등학교,컴퓨터 활용 생산,9
전북기계공업고등학교,기계요소 설계,10
전북기계공업고등학교,기계 기초 공작,7
전북기계공업고등학교,기계 제도,1
전북기계공업고등학교,기초 제도,2
전북기계공업고등학교,품질 관리,2
전북기계공업고등학교,사무 관리,1
전북기계공업고등학교,한문Ⅰ,2
전북기계공업고등학교,중국어Ⅰ,2
전북기계공업고등학교,미술 창작,1
전북기계공업고등학교,음악,2
전북기계공업고등학교,운동과 건강,2
전북기계공업고등학교,체육,2
전북기계공업고등학교,통합과학,4
전북기계공업고등학교,통합사회,3
전북기계공업고등학교,한국사,3
전북기계공업고등학교,실용 영어,1
전북기계공업고등학교,영어,4
전북기계공업고등학교,수학,5
전북기계공업고등학교,국어,4
전북기계공업고등학교,로봇 하드웨어 설계,1
전북기계공업고등학교,가전 기기 시스템 소프트웨어 개발,1
전북기계공업고등학교,프로그래밍,1
강호항공고등학교,가전기기 하드웨어 개발,1
강호항공고등학교,국어,2
강호항공고등학교,디지털 논리 회로,1
강호항공고등학교,전자 회로,1
강호항공고등학교,산업 설비,1
강호항공고등학교,항공기 정비 관리,1
강호항공고등학교,항공기 전기·전자 장비 정비,1
강호항공고등학교,항공기 왕복 엔진 정비,2
강호항공고등학교,항공기 가스 터빈 엔진 정비,1
강호항공고등학교,항공기 기체 정비,1
강호항공고등학교,밀링 가공,2
강호항공고등학교,기계요소 설계,1
강호항공고등학교,기계 일반,1
강호항공고등학교,성공적인 직업생활,1
강호항공고등학교,물리학Ⅰ,1
강호항공고등학교,공업 일반,1
강호항공고등학교,사무 행정,1
강호항공고등학교,마케팅과 광고,1
강호항공고등학교,세무 일반,1
강호항공고등학교,기업 자원 통합 관리,1
강호항공고등학교,회계 원리,1
강호항공고등학교,한문Ⅰ,1
강호항공고등학교,중국어Ⅰ,1
강호항공고등학교,진로와 직업,1
강호항공고등학교,보건,1
강호항공고등학교,미술,1
강호항공고등학교,음악,1
강호항공고등학교,운동과 건강,1
강호항공고등학교,체육,1
강호항공고등학교,통합과학,1
강호항공고등학교,정보 통신 기기 하드웨어 개발,1
강호항공고등학교,통합사회,1
강호항공고등학교,한국사,2
강호항공고등학교,영어Ⅰ,1
강호항공고등학교,영어,2
강호항공고등학교,수학Ⅰ,1
강호항공고등학교,수학,2
강호항공고등학교,문학,1
강호항공고등학교,내선 공사,1
고산고등학교,인턴십을 통한 배움Ⅰ,1
고산고등학교,미디어 콘텐츠 일반,1
고산고등학교,한문Ⅰ,1
고산고등학교,보건,1
고산고등학교,기술·가정,2
고산고등학교,미술 창작,1
고산고등학교,미술,1
고산고등학교,음악,2
고산고등학교,체육,2
고산고등학교,통합과학,1
고산고등학교,생활과 윤리,1
고산고등학교,통합사회,1
고산고등학교,한국사,1
고산고등학교,영어 회화,1
고산고등학교,영어,2
고산고등학교,수학Ⅰ,1
고산고등학교,수학,2
고산고등학교,문학,1
고산고등학교,국어,2
고창고등학교,운동과 건강,1
고창고등학교,화학Ⅱ,1
고창고등학교,생명과학Ⅰ,1
고창고등학교,통합과학,2
고창고등학교,윤리와 사상,1
고창고등학교,생활과 윤리,1
고창고등학교,사회·문화,1
고창고등학교,세계지리,1
고창고등학교,통합사회,1
고창고등학교,한국사,2
고창고등학교,영어Ⅱ,2
고창고등학교,영어Ⅰ,2
고창고등학교,미적분,1
고창고등학교,수학Ⅰ,1
고창고등학교,수학,2
고창고등학교,문학,2
고창고등학교,언어와 매체,2
고창고등학교,화법과 작문,1
고창고등학교,국어,1
고창고등학교,영어,2
고창고등학교,지구과학Ⅰ,1
고창고등학교,기하,1
고창고등학교,확률과 통계,1
고창고등학교,기타특수,1
고창고등학교,논리학,1
고창고등학교,한문Ⅰ,1
고창고등학교,중국어Ⅱ,1
고창고등학교,일본어Ⅱ,1
고창고등학교,진로와 직업,1
고창고등학교,미술,1
고창고등학교,음악,1
고창고등학교,스포츠 생활,1
고창북고등학교,화법과 작문,1
고창북고등학교,중국어Ⅱ,1
고창북고등학교,중국어Ⅰ,1
고창북고등학교,정보,1
고창북고등학교,기술·가정,1
고창북고등학교,미술,1
고창북고등학교,음악,1
고창북고등학교,운동과 건강,1
고창북고등학교,체육,1
고창북고등학교,생명과학Ⅱ,1
고창북고등학교,화학Ⅱ,1
고창북고등학교,통합과학,2
고창북고등학교,사회문제 탐구,1
고창북고등학교,사회·문화,1
고창북고등학교,정치와 법,1
고창북고등학교,통합사회,1
고창북고등학교,한국사,1
고창북고등학교,영어 독해와 작문,2
고창북고등학교,영어Ⅰ,1
고창북고등학교,영어,1
고창북고등학교,경제 수학,1
고창북고등학교,확률과 통계,1
고창북고등학교,미적분,1
고창북고등학교,수학Ⅰ,1
고창북고등학교,수학,1
고창북고등학교,문학,2
고창북고등학교,국어,1
자유고등학교,생활과 과학,1
자유고등학교,통합사회,1
자유고등학교,한국사,1
자유고등학교,영어 독해와 작문,2
자유고등학교,영어Ⅰ,1
자유고등학교,영어,1
자유고등학교,경제 수학,1
자유고등학교,수학Ⅰ,2
자유고등학교,수학,1
자유고등학교,기타특수,1
자유고등학교,한문Ⅰ,1
자유고등학교,진로와 직업,1
자유고등학교,정보,1
자유고등학교,미술,1
자유고등학교,음악,1
자유고등학교,운동과 건강,1
자유고등학교,체육,1
자유고등학교,문학,1
자유고등학교,독서,1
자유고등학교,국어,2
자유고등학교,화학Ⅱ,1
자유고등학교,지구과학Ⅰ,1
자유고등학교,생명과학Ⅰ,1
자유고등학교,통합과학,1
자유고등학교,생활과 윤리,1
자유고등학교,사회·문화,1
자유고등학교,정치와 법,1
자유고등학교,세계지리,1
군산고등학교,기타특수,2
군산고등학교,한문Ⅰ,1
군산고등학교,중국어Ⅱ,1
군산고등학교,일본어Ⅱ,1
군산고등학교,일본어Ⅰ,1
군산고등학교,정보,1
군산고등학교,미술 창작,1
군산고등학교,미술,1
군산고등학교,음악,1
군산고등학교,스포츠 생활,1
군산고등학교,운동과 건강,1
군산고등학교,사회·문화,1
군산고등학교,정치와 법,1
군산고등학교,통합사회,2
군산고등학교,한국사,2
군산고등학교,영어 독해와 작문,3
군산고등학교,영어Ⅰ,2
군산고등학교,영어,2
군산고등학교,확률과 통계,1
군산고등학교,미적분,2
군산고등학교,수학Ⅰ,2
군산고등학교,체육,1
군산고등학교,생활과 과학,1
군산고등학교,지구과학Ⅱ,1
군산고등학교,생명과학Ⅱ,1
군산고등학교,지구과학Ⅰ,1
군산고등학교,생명과학Ⅰ,1
군산고등학교,화학Ⅰ,1
군산고등학교,물리학Ⅰ,1
군산고등학교,과학탐구실험,1
군산고등학교,윤리와 사상,1
군산고등학교,생활과 윤리,1
군산고등학교,수학,2
군산고등학교,문학,2
군산고등학교,언어와 매체,1
군산고등학교,독서,2
군산고등학교,국어,2
군산기계공업고등학교,피복 아크 용접,2
군산기계공업고등학교,기계 소프트웨어 개발,1
군산기계공업고등학교,사출 금형 제작,2
군산기계공업고등학교,사출 금형 설계,1
군산기계공업고등학교,컴퓨터 활용 생산,4
군산기계공업고등학교,밀링 가공,1
군산기계공업고등학교,기계요소 설계,4
군산기계공업고등학교,밀링 가공,1
군산기계공업고등학교,기계요소 설계,1
군산기계공업고등학교,일본어Ⅰ,1
군산기계공업고등학교,진로와 직업,1
군산기계공업고등학교,미술,1
군산기계공업고등학교,음악,1
군산기계공업고등학교,운동과 건강,1
군산기계공업고등학교,체육,1
군산기계공업고등학교,통합과학,2
군산기계공업고등학교,통합사회,1
군산기계공업고등학교,한국사,1
군산기계공업고등학교,영어,2
군산기계공업고등학교,수학Ⅰ,1
군산기계공업고등학교,수학,1
군산기계공업고등학교,문학,1
군산기계공업고등학교,국어,1
군산기계공업고등학교,자동 제어 시스템 유지 정비,2
군산기계공업고등학교,내선 공사,4
군산기계공업고등학교,전기 기기 제작,2
군산기계공업고등학교,자동화 설비,1
군산기계공업고등학교,배관 시공,2
한들고등학교,독서,1
한들고등학교,국어,4
한들고등학교,통합과학,1
한들고등학교,운동과 건강,1
한들고등학교,생활과 과학,1
한들고등학교,생명과학Ⅰ,1
한들고등학교,중국어Ⅱ,1
한들고등학교,진로와 직업,1
한들고등학교,기술·가정,1
한들고등학교,미술 창작,1
한들고등학교,미술,1
한들고등학교,음악,1
한들고등학교,스포츠 생활,1
한들고등학교,윤리와 사상,1
한들고등학교,통합사회,1
한들고등학교,한국사,1
한들고등학교,영어Ⅰ,1
한들고등학교,영어,2
한들고등학교,수학Ⅰ,1
한들고등학교,수학,2
한들고등학교,기타특수,1
한들고등학교,문학,1
군산동고등학교,미술,1
군산동고등학교,스포츠 생활,1
군산동고등학교,체육,1
군산동고등학교,생명과학Ⅱ,1
군산동고등학교,과학탐구실험,1
군산동고등학교,통합과학,2
군산동고등학교,생활과 윤리,1
군산동고등학교,사회·문화,1
군산동고등학교,한국지리,1
군산동고등학교,통합사회,3
군산동고등학교,한국사,2
군산동고등학교,진로 영어,3
군산동고등학교,영어Ⅰ,2
군산동고등학교,영어,2
군산동고등학교,경제 수학,2
군산동고등학교,미적분,1
군산동고등학교,수학Ⅰ,3
군산동고등학교,수학,2
군산동고등학교,문학,2
군산동고등학교,화법과 작문,3
군산동고등학교,국어,2
군산동고등학교,운동과 건강,1
군산동고등학교,물리학Ⅱ,1
군산동고등학교,지구과학Ⅰ,1
군산동고등학교,생명과학Ⅰ,1
군산동고등학교,화학Ⅰ,1
군산동고등학교,중국 문화,1
군산동고등학교,한문Ⅰ,2
군산동고등학교,일본어Ⅰ,1
군산동고등학교,공학 일반,1
군산동고등학교,음악 연주,1
군산상일고등학교,생명과학Ⅰ,1
군산상일고등학교,물리학Ⅰ,1
군산상일고등학교,과학탐구실험,1
군산상일고등학교,통합과학,2
군산상일고등학교,사회문제 탐구,1
군산상일고등학교,윤리와 사상,1
군산상일고등학교,통합사회,2
군산상일고등학교,한국사,2
군산상일고등학교,영미 문학 읽기,1
군산상일고등학교,영어Ⅰ,2
군산상일고등학교,영어,2
군산상일고등학교,확률과 통계,1
군산상일고등학교,수학Ⅰ,2
군산상일고등학교,수학,2
군산상일고등학교,기타특수,3
군산상일고등학교,문학,2
군산상일고등학교,언어와 매체,1
군산상일고등학교,국어,2
군산상일고등학교,음악,1
군산상일고등학교,운동과 건강,1
군산상일고등학교,체육,2
군산상일고등학교,생활과 과학,1
군산상일고등학교,군대윤리,1
군산상일고등학교,전자 상거래 실무,1
군산상일고등학교,보험 모집,1
군산상일고등학교,창구 사무,1
군산상일고등학교,공정 관리,1
군산상일고등학교,세무 실무,2
군산상일고등학교,회계 실무,2
군산상일고등학교,사무 행정,2
군산상일고등학교,커뮤니케이션,1
군산상일고등학교,중국어Ⅰ,1
군산상일고등학교,정보,1
군산상일고등학교,미술,1
군산상일고등학교,국방체육,1
군산여자고등학교,수학Ⅰ,2
군산여자고등학교,수학Ⅱ,3
군산여자고등학교,심화 국어,3
군산여자고등학교,문학,4
군산여자고등학교,화법과 작문,3
군산여자고등학교,국어,2
군산여자고등학교,물리학Ⅰ,1
군산여자고등학교,과학탐구실험,1
군산여자고등학교,통합과학,3
군산여자고등학교,여행지리,1
군산여자고등학교,기타특수,1
군산여자고등학교,한문Ⅰ,1
군산여자고등학교,중국어Ⅰ,1
군산여자고등학교,일본어Ⅰ,2
군산여자고등학교,기술·가정,2
군산여자고등학교,미술,2
군산여자고등학교,음악,2
군산여자고등학교,스포츠 생활,1
군산여자고등학교,운동과 건강,2
군산여자고등학교,체육,2
군산여자고등학교,생명과학Ⅱ,1
군산여자고등학교,화학Ⅱ,1
군산여자고등학교,지구과학Ⅰ,1
군산여자고등학교,생명과학Ⅰ,1
군산여자고등학교,화학Ⅰ,1
군산여자고등학교,윤리와 사상,1
군산여자고등학교,생활과 윤리,1
군산여자고등학교,사회·문화,1
군산여자고등학교,정치와 법,1
군산여자고등학교,동아시아사,1
군산여자고등학교,한국지리,1
군산여자고등학교,통합사회,3
군산여자고등학교,한국사,2
군산여자고등학교,영어Ⅱ,3
군산여자고등학교,영어Ⅰ,3
군산여자고등학교,영어,3
군산여자고등학교,확률과 통계,1
군산여자고등학교,미적분,2
군산여자고등학교,수학,3
군산여자상업고등학교,한국사,2
군산여자상업고등학교,영어,2
군산여자상업고등학교,수학,2
군산여자상업고등학교,기타특수,1
군산여자상업고등학교,문학,1
군산여자상업고등학교,국어,1
군산여자상업고등학교,비즈니스 엑셀,2
군산여자상업고등학교,창구 사무,1
군산여자상업고등학교,회계 실무,2
군산여자상업고등학교,사무 행정,2
군산여자상업고등학교,전자 상거래 일반,1
군산여자상업고등학교,커뮤니케이션,2
군산여자상업고등학교,창업 일반,1
군산여자상업고등학교,마케팅과 광고,1
군산여자상업고등학교,금융 일반,2
군산여자상업고등학교,세무 일반,1
군산여자상업고등학교,기업 자원 통합 관리,2
군산여자상업고등학교,회계 정보 처리 시스템,2
군산여자상업고등학교,회계 원리,2
군산여자상업고등학교,사무 관리,1
군산여자상업고등학교,기업과 경영,2
군산여자상업고등학교,상업 경제,1
군산여자상업고등학교,성공적인 직업생활,1
군산여자상업고등학교,한문Ⅰ,1
군산여자상업고등학교,기술·가정,1
군산여자상업고등학교,음악,1
군산여자상업고등학교,기타특수,1
군산여자상업고등학교,운동과 건강,1
군산여자상업고등학교,체육,1
군산여자상업고등학교,통합과학,2
군산여자상업고등학교,통합사회,1
군산영광여자고등학교,일본어Ⅰ,1
군산영광여자고등학교,기술·가정,1
군산영광여자고등학교,음악 감상과 비평,1
군산영광여자고등학교,미술,1
군산영광여자고등학교,음악,1
군산영광여자고등학교,스포츠 생활,1
군산영광여자고등학교,운동과 건강,1
군산영광여자고등학교,체육,1
군산영광여자고등학교,생명과학Ⅱ,2
군산영광여자고등학교,화학Ⅱ,1
군산영광여자고등학교,지구과학Ⅰ,1
군산영광여자고등학교,화학Ⅰ,1
군산영광여자고등학교,통합과학,1
군산영광여자고등학교,사회문제 탐구,1
군산영광여자고등학교,생활과 윤리,1
군산영광여자고등학교,사회·문화,1
군산영광여자고등학교,통합사회,2
군산영광여자고등학교,한국사,2
군산영광여자고등학교,영어 독해와 작문,2
군산영광여자고등학교,영어Ⅰ,3
군산영광여자고등학교,영어,2
군산영광여자고등학교,실용 수학,1
군산영광여자고등학교,확률과 통계,1
군산영광여자고등학교,미적분,1
군산영광여자고등학교,수학Ⅰ,2
군산영광여자고등학교,수학,2
군산영광여자고등학교,문학,2
군산영광여자고등학교,화법과 작문,3
군산영광여자고등학교,인공지능 기초,1
군산영광여자고등학교,국어,2
군산영광여자고등학교,종교학,1
군산영광여자고등학교,한문Ⅰ,1
군산제일고등학교,윤리와 사상,1
군산제일고등학교,국어,4
군산제일고등학교,세계지리,1
군산제일고등학교,통합사회,2
군산제일고등학교,한국사,2
군산제일고등학교,영어Ⅱ,3
군산제일고등학교,영어Ⅰ,3
군산제일고등학교,영어,2
군산제일고등학교,중국어Ⅰ,1
군산제일고등학교,일본어Ⅰ,1
군산제일고등학교,정보,1
군산제일고등학교,기술·가정,1
군산제일고등학교,음악 감상과 비평,1
군산제일고등학교,미술,1
군산제일고등학교,음악,1
군산제일고등학교,스포츠 생활,1
군산제일고등학교,한문Ⅱ,1
군산제일고등학교,지구과학Ⅰ,1
군산제일고등학교,생명과학Ⅰ,1
군산제일고등학교,화학Ⅰ,1
군산제일고등학교,물리학Ⅰ,1
군산제일고등학교,과학탐구실험,1
군산제일고등학교,통합과학,3
군산제일고등학교,사회문제 탐구,1
군산제일고등학교,운동과 건강,2
군산제일고등학교,체육,1
군산제일고등학교,화학Ⅱ,1
군산제일고등학교,수학과제 탐구,1
군산제일고등학교,확률과 통계,2
군산제일고등학교,미적분,1
군산제일고등학교,수학Ⅰ,3
군산제일고등학교,수학,3
군산제일고등학교,심화 국어,1
군산제일고등학교,언어와 매체,3
군산제일고등학교,화법과 작문,2
군산제일고등학교,생활과 윤리,1
군산중앙고등학교,일본어Ⅰ,1
군산중앙고등학교,지식 재산 일반,1
군산중앙고등학교,진로와 직업,1
군산중앙고등학교,음악,2
군산중앙고등학교,스포츠 생활,1
군산중앙고등학교,운동과 건강,1
군산중앙고등학교,체육,2
군산중앙고등학교,지구과학Ⅱ,1
군산중앙고등학교,생명과학Ⅱ,1
군산중앙고등학교,화학Ⅱ,1
군산중앙고등학교,생명과학Ⅰ,1
군산중앙고등학교,통합과학,3
군산중앙고등학교,세계지리,1
군산중앙고등학교,통합사회,4
군산중앙고등학교,한국사,2
군산중앙고등학교,진로 영어,1
군산중앙고등학교,영어 독해와 작문,1
군산중앙고등학교,영어Ⅰ,2
군산중앙고등학교,영어 회화,1
군산중앙고등학교,영어,2
군산중앙고등학교,확률과 통계,1
군산중앙고등학교,미적분,2
군산중앙고등학교,수학Ⅰ,3
군산중앙고등학교,수학,2
군산중앙고등학교,문학,2
군산중앙고등학교,언어와 매체,1
군산중앙고등학교,화법과 작문,1
군산중앙고등학교,국어,2
군산중앙고등학교,심리학,1
군산중앙고등학교,보건,1
군산중앙고등학교,환경,1
군산중앙고등학교,정보,1
군산중앙고등학교,음악 감상과 비평,1
군산중앙고등학교,미술,2
군산중앙여자고등학교,생활과 과학,1
군산중앙여자고등학교,체육,1
군산중앙여자고등학교,화학Ⅱ,1
군산중앙여자고등학교,지구과학Ⅰ,2
군산중앙여자고등학교,생명과학Ⅰ,1
군산중앙여자고등학교,화학Ⅰ,1
군산중앙여자고등학교,통합과학,2
군산중앙여자고등학교,사회 과제 연구,1
군산중앙여자고등학교,여행지리,1
군산중앙여자고등학교,생활과 윤리,1
군산중앙여자고등학교,사회·문화,1
군산중앙여자고등학교,한국지리,1
군산중앙여자고등학교,통합사회,2
군산중앙여자고등학교,생명과학Ⅱ,2
군산중앙여자고등학교,운동과 건강,2
군산중앙여자고등학교,미술,1
군산중앙여자고등학교,음악 연주,1
군산중앙여자고등학교,미술 창작,1
군산중앙여자고등학교,기술·가정,1
군산중앙여자고등학교,정보,1
군산중앙여자고등학교,일본어Ⅰ,1
군산중앙여자고등학교,일본어Ⅱ,1
군산중앙여자고등학교,한문Ⅰ,2
군산중앙여자고등학교,중국 문화,1
군산중앙여자고등학교,인공지능 기초,1
군산중앙여자고등학교,국어,4
군산중앙여자고등학교,화법과 작문,3
군산중앙여자고등학교,문학,2
군산중앙여자고등학교,한국사,2
군산중앙여자고등학교,수학,3
군산중앙여자고등학교,수학Ⅰ,2
군산중앙여자고등학교,미적분,2
군산중앙여자고등학교,확률과 통계,1
군산중앙여자고등학교,영어,3
군산중앙여자고등학교,영어Ⅰ,2
군산중앙여자고등학교,진로 영어,3
동국대학교사범대학부속금산고등학교,체육,1
동국대학교사범대학부속금산고등학교,생명과학Ⅰ,1
동국대학교사범대학부속금산고등학교,화학Ⅰ,1
동국대학교사범대학부속금산고등학교,생활과 윤리,1
동국대학교사범대학부속금산고등학교,일본어Ⅰ,1
동국대학교사범대학부속금산고등학교,수학,1
동국대학교사범대학부속금산고등학교,문학,1
동국대학교사범대학부속금산고등학교,독서,1
동국대학교사범대학부속금산고등학교,영어,1
김제고등학교,통합과학,1
김제고등학교,생명과학Ⅰ,1
김제고등학교,음악,1
김제고등학교,미술,1
김제고등학교,한문,1
김제고등학교,보건,1
김제고등학교,통합사회,1
김제고등학교,한국사,1
김제고등학교,영어 회화,1
김제고등학교,영어,1
김제고등학교,수학Ⅰ,1
김제고등학교,수학,1
김제고등학교,문학,1
김제고등학교,화법과 작문,1
김제고등학교,국어,1
김제고등학교,운동과 건강,1
김제서고등학교,진로와 직업,1
김제서고등학교,한문Ⅰ,1
김제서고등학교,국어,1
김제서고등학교,수학,1
김제서고등학교,음악,1
김제서고등학교,한국사,1
김제서고등학교,통합과학,1
김제서고등학교,체육,1
김제서고등학교,영어,1
김제여자고등학교,스포츠 생활,1
김제여자고등학교,체육,1
김제여자고등학교,지구과학Ⅰ,1
김제여자고등학교,화학Ⅰ,1
김제여자고등학교,과학탐구실험,1
김제여자고등학교,통합과학,1
김제여자고등학교,한국 사회의 이해,1
김제여자고등학교,생활과 윤리,1
김제여자고등학교,사회·문화,1
김제여자고등학교,통합사회,1
김제여자고등학교,한국사,1
김제여자고등학교,영어Ⅰ,1
김제여자고등학교,영어,1
김제여자고등학교,심화 수학Ⅰ,1
김제여자고등학교,수학과제 탐구,1
김제여자고등학교,확률과 통계,1
김제여자고등학교,수학Ⅰ,1
김제여자고등학교,수학,1
김제여자고등학교,고전 읽기,1
김제여자고등학교,문학,2
김제여자고등학교,화법과 작문,1
김제여자고등학교,음악,1
김제여자고등학교,미술,2
김제여자고등학교,기술·가정,1
김제여자고등학교,진로와 직업,1
김제여자고등학교,일본어Ⅰ,1
김제여자고등학교,한문Ⅰ,1
김제여자고등학교,간호의 기초,1
김제여자고등학교,기타특수,2
김제여자고등학교,국어,1
김제여자고등학교,영어 독해와 작문,2
김제농생명마이스터고등학교,시설원예,1
김제농생명마이스터고등학교,건강 기능 식품 가공,1
김제농생명마이스터고등학교,화학 분석,1
김제농생명마이스터고등학교,실용 영어,1
김제농생명마이스터고등학교,영어,1
김제농생명마이스터고등학교,수학,1
김제농생명마이스터고등학교,국어,1
김제농생명마이스터고등학교,HMR편의식품가공,1
김제농생명마이스터고등학교,제형제제기술,1
김제농생명마이스터고등학교,바이오제약,1
김제농생명마이스터고등학교,식품위해인자제어실습,1
김제농생명마이스터고등학교,식품 품질 관리,1
김제농생명마이스터고등학교,식품 분석,1
김제농생명마이스터고등학교,식품 가공 기술,2
김제농생명마이스터고등학교,전기·전자 기초,1
김제농생명마이스터고등학교,화학 분석,1
김제농생명마이스터고등학교,농업용 기계 설치·정비,1
김제농생명마이스터고등학교,기타특수,2
김제농생명마이스터고등학교,일본어Ⅰ,1
