학교명,과목명,교원수(계)
인상고등학교,독서,1
인상고등학교,국어,1
인월고등학교,영어 독해와 작문,1
인월고등학교,수학,1
인월고등학교,언어와 매체,1
인월고등학교,화법과 작문,1
인월고등학교,한국사,1
인월고등학교,기타특수,1
인월고등학교,체육,1
인월고등학교,과학,2
임실고등학교,한국사,1
임실고등학교,영어Ⅱ,1
임실고등학교,영어Ⅰ,1
임실고등학교,영어,1
임실고등학교,통합사회,1
임실고등학교,정치와 법,1
임실고등학교,공중 보건,1
임실고등학교,생활과 윤리,1
임실고등학교,통합과학,1
임실고등학교,물리학Ⅰ,1
임실고등학교,생명과학Ⅰ,1
임실고등학교,지구과학Ⅱ,1
임실고등학교,체육,1
임실고등학교,음악,1
임실고등학교,가정과학,1
임실고등학교,일본어Ⅰ,1
임실고등학교,중국어Ⅰ,1
임실고등학교,한문Ⅰ,1
임실고등학교,철학,1
임실고등학교,논술,1
임실고등학교,국어,1
임실고등학교,화법과 작문,1
임실고등학교,심화 수학Ⅰ,1
임실고등학교,수학,1
임실고등학교,수학Ⅰ,1
임실고등학교,문학,1
한국치즈과학고등학교,떡 제조,1
한국치즈과학고등학교,식품 과학,2
한국치즈과학고등학교,유제품 가공,1
한국치즈과학고등학교,축산 식품 가공,1
한국치즈과학고등학교,식품 가공 기술,1
한국치즈과학고등학교,식품 위생,1
한국치즈과학고등학교,급양 관리 실무,2
한국치즈과학고등학교,급식 관리,1
한국치즈과학고등학교,보건,1
한국치즈과학고등학교,미술,1
한국치즈과학고등학교,체육,1
한국치즈과학고등학교,통합과학,1
한국치즈과학고등학교,한국사,1
한국치즈과학고등학교,영어,1
한국치즈과학고등학교,수학,1
한국치즈과학고등학교,국어,2
한국치즈과학고등학교,제빵,1
전북유니텍고등학교,운동과 건강,1
전북유니텍고등학교,통합과학,1
전북유니텍고등학교,미술,1
전북유니텍고등학교,보건,1
전북유니텍고등학교,서양 조리,1
전북유니텍고등학교,기계 일반,1
전북유니텍고등학교,자동차 전기·전자 장치 정비,1
전북유니텍고등학교,자동차 엔진 정비,1
전북유니텍고등학교,이산화탄소·가스 메탈 아크 용접,1
전북유니텍고등학교,제과,2
전북유니텍고등학교,제빵,1
전북유니텍고등학교,국어,2
전북유니텍고등학교,수학,1
전북유니텍고등학교,영어,1
전북유니텍고등학교,한국사,1
장수고등학교,영어,1
장수고등학교,중국어Ⅰ,1
장수고등학교,기하,1
장수고등학교,수학,1
장수고등학교,문학,1
장수고등학교,화법과 작문,1
장수고등학교,국어,1
장수고등학교,수학Ⅰ,1
장수고등학교,논술,1
장수고등학교,영어Ⅰ,1
장수고등학교,영어 독해와 작문,1
장수고등학교,한국사,1
장수고등학교,통합사회,1
장수고등학교,생활과 윤리,1
장수고등학교,통합과학,1
장수고등학교,화학Ⅰ,1
장수고등학교,생명과학Ⅱ,1
장수고등학교,체육,1
장수고등학교,지역 이해,1
장수고등학교,음악,1
장수고등학교,보건,1
장수고등학교,진로와 직업,1
장수고등학교,일본어Ⅰ,1
장수고등학교,기타특수,1
전라고등학교,보건,2
전라고등학교,정보,1
전라고등학교,미술,2
전라고등학교,음악,2
전라고등학교,스포츠 생활,1
전라고등학교,운동과 건강,1
전라고등학교,체육,1
전라고등학교,생명과학Ⅱ,1
전라고등학교,지구과학Ⅰ,2
전라고등학교,생명과학Ⅰ,1
전라고등학교,화학Ⅰ,1
전라고등학교,중국어Ⅰ,1
전라고등학교,일본어Ⅰ,1
전라고등학교,과학탐구실험,1
전라고등학교,통합과학,2
전라고등학교,윤리와 사상,1
전라고등학교,사회·문화,2
전라고등학교,한국지리,1
전라고등학교,통합사회,3
전라고등학교,한국사,2
전라고등학교,영어 독해와 작문,4
전라고등학교,영어Ⅰ,3
전라고등학교,영어,2
전라고등학교,수학과제 탐구,1
전라고등학교,경제 수학,1
전라고등학교,확률과 통계,2
전라고등학교,미적분,1
전라고등학교,수학Ⅰ,2
전라고등학교,수학,3
전라고등학교,문학,3
전라고등학교,독서,4
전라고등학교,국어,2
전라고등학교,물리학Ⅰ,1
전라고등학교,논술,1
전라고등학교,한문Ⅰ,1
전북과학고등학교,영어,1
전북과학고등학교,영어Ⅰ,1
전북과학고등학교,문학,1
전북과학고등학교,언어와 매체,1
전북과학고등학교,AP일반물리학Ⅰ,1
전북과학고등학교,일반지구과학,1
전북과학고등학교,고급 지구과학,1
전북과학고등학교,고급 화학,1
전북과학고등학교,고급 물리학,1
전북과학고등학교,고급 수학Ⅰ,2
전북과학고등학교,심화 수학Ⅱ,1
전북과학고등학교,정보과학 융합탐구,1
전북과학고등학교,정보,1
전북과학고등학교,미술,1
전북과학고등학교,체육,1
전북과학고등학교,고급 생명과학,1
전북과학고등학교,국어,1
전북과학고등학교,생명과학Ⅰ,1
전북과학고등학교,화학Ⅰ,1
전북과학고등학교,통합과학,1
전북과학고등학교,사회문제 탐구,1
전북과학고등학교,통합사회,1
전북과학고등학교,한국사,1
전북과학고등학교,진로 영어,1
전북과학고등학교,수학,2
전북제일고등학교,생활과 윤리,1
전북제일고등학교,수학,2
전북제일고등학교,사회문제 탐구,1
전북제일고등학교,통합과학,3
전북제일고등학교,과학탐구실험,1
전북제일고등학교,물리학Ⅰ,1
전북제일고등학교,화학Ⅰ,1
전북제일고등학교,생명과학Ⅰ,1
전북제일고등학교,체육,1
전북제일고등학교,운동과 건강,1
전북제일고등학교,음악,2
전북제일고등학교,미술,1
전북제일고등학교,정보,1
전북제일고등학교,보건,1
전북제일고등학교,한문Ⅰ,1
전북제일고등학교,국어,2
전북제일고등학교,화법과 작문,2
전북제일고등학교,언어와 매체,1
전북제일고등학교,문학,2
전북제일고등학교,사회·문화,1
전북제일고등학교,경제,1
전북제일고등학교,한국지리,1
전북제일고등학교,통합사회,2
전북제일고등학교,한국사,2
전북제일고등학교,영어 독해와 작문,2
전북제일고등학교,영어Ⅰ,2
전북제일고등학교,영어,2
전북제일고등학교,경제 수학,1
전북제일고등학교,확률과 통계,2
전북제일고등학교,미적분,1
전북제일고등학교,수학Ⅰ,2
전북제일고등학교,윤리와 사상,1
전북체육고등학교,체육 전공 실기 응용(단거리),1
전북체육고등학교,체육 전공 실기 응용(도약),1
전북체육고등학교,체육 전공 실기 응용(레슬링),1
전북체육고등학교,체육 전공 실기 응용(양궁),1
전북체육고등학교,체육 전공 실기 응용(체조),1
전북체육고등학교,체육 전공 실기 응용(근대4종),1
전북체육고등학교,체육 전공 실기 응용(조정),1
전북체육고등학교,국어,1
전북체육고등학교,수학,1
전북체육고등학교,영어,1
전북체육고등학교,한국사,1
전북체육고등학교,통합사회,1
전북체육고등학교,체육,1
전북체육고등학교,음악,1
전북체육고등학교,정보,1
전북체육고등학교,한문Ⅰ,1
전북체육고등학교,체육 전공 실기 응용(복싱),1
전북체육고등학교,체육 전공 실기 응용(펜싱),1
전북체육고등학교,체육 전공 실기 응용(태권도),1
전북체육고등학교,체육 전공 실기 응용(자전거),1
전일고등학교,통합과학,2
전일고등학교,윤리와 사상,1
전일고등학교,생활과 윤리,1
전일고등학교,사회·문화,1
전일고등학교,정치와 법,1
전일고등학교,경제,1
전일고등학교,한국지리,1
전일고등학교,통합사회,1
전일고등학교,한국사,2
전일고등학교,영어 독해와 작문,3
전일고등학교,영어Ⅰ,2
전일고등학교,영어,3
전일고등학교,경제 수학,2
전일고등학교,확률과 통계,1
전일고등학교,미적분,1
전일고등학교,수학Ⅰ,3
전일고등학교,수학,3
전일고등학교,언어와 매체,1
전일고등학교,논술,1
전일고등학교,한문Ⅰ,1
전일고등학교,일본어Ⅰ,1
전일고등학교,진로와 직업,1
전일고등학교,정보,1
전일고등학교,기술·가정,1
전일고등학교,미술 감상과 비평,1
전일고등학교,음악 연주,1
전일고등학교,음악,1
전일고등학교,스포츠 생활,1
전일고등학교,독서,2
전일고등학교,화법과 작문,3
전일고등학교,국어,3
전일고등학교,운동과 건강,1
전일고등학교,체육,2
전일고등학교,지구과학Ⅱ,1
전일고등학교,생명과학Ⅱ,1
전일고등학교,화학Ⅱ,1
전일고등학교,물리학Ⅱ,1
전일고등학교,생명과학Ⅰ,1
전일고등학교,물리학Ⅰ,1
전주고등학교,물리학Ⅱ,1
전주고등학교,화학Ⅱ,1
전주고등학교,생명과학Ⅰ,1
전주고등학교,화학Ⅰ,1
전주고등학교,물리학Ⅰ,2
전주고등학교,과학탐구실험,1
전주고등학교,통합과학,4
전주고등학교,사회문제 탐구,1
전주고등학교,윤리와 사상,1
전주고등학교,생활과 윤리,1
전주고등학교,사회·문화,1
전주고등학교,정치와 법,1
전주고등학교,동아시아사,1
전주고등학교,세계사,1
전주고등학교,세계지리,2
전주고등학교,통합사회,2
전주고등학교,한국사,2
전주고등학교,영어 독해와 작문,4
전주고등학교,영어Ⅰ,3
전주고등학교,영어,3
전주고등학교,통합수학Ⅱ,1
전주고등학교,통합수학Ⅰ,2
전주고등학교,기하,1
전주고등학교,수학Ⅱ,2
전주고등학교,수학Ⅰ,3
전주고등학교,수학,3
전주고등학교,현대 국어 문법의 이해,1
전주고등학교,심화 국어,1
전주고등학교,문학,3
전주고등학교,독서,3
전주고등학교,국어,3
전주고등학교,기타특수,2
전주고등학교,인공지능 기초,1
전주고등학교,교육학,1
전주고등학교,심리학,1
전주고등학교,한문Ⅰ,1
전주고등학교,중국어Ⅰ,1
전주고등학교,일본어Ⅰ,1
전주고등학교,창의 경영,1
전주고등학교,공학 일반,1
전주고등학교,보건,2
전주고등학교,정보,1
전주고등학교,미술,2
전주고등학교,음악,2
전주고등학교,스포츠 생활,1
전주고등학교,운동과 건강,2
전주고등학교,체육,2
전주고등학교,지구과학Ⅱ,1
전주고등학교,생명과학Ⅱ,1
전주고등학교,지구과학Ⅰ,1
전주공업고등학교,기본 영어,1
전주공업고등학교,한국사,3
전주공업고등학교,자동차 일반,1
전주공업고등학교,수학,4
전주공업고등학교,문학,2
전주공업고등학교,진로와 직업,1
전주공업고등학교,국어,3
전주공업고등학교,인공지능 프로그래밍 기초(파이선),1
전주공업고등학교,사물 인터넷 서비스 기획,5
전주공업고등학교,프로그래밍,2
전주공업고등학교,기계 기초 공작,3
전주공업고등학교,역학,1
전주공업고등학교,건축 기초 실습,2
전주공업고등학교,건축 도면 해석과 제도,1
전주공업고등학교,건축 일반,1
전주공업고등학교,토목 기초 실습,2
전주공업고등학교,토목 도면 해석과 제도,2
전주공업고등학교,전자 부품 기구 개발,3
전주공업고등학교,자동 제어 기기 제작,1
전주공업고등학교,내선 공사,3
전주공업고등학교,디지털 논리 회로,2
전주공업고등학교,전자 회로,1
전주공업고등학교,전기 회로,2
전주공업고등학교,피복 아크 용접,1
전주공업고등학교,자동차 섀시 정비,1
전주공업고등학교,자동차 엔진 정비,2
전주공업고등학교,자동차 전기·전자 장치 정비,1
전주공업고등학교,측정,1
전주공업고등학교,밀링 가공,1
전주공업고등학교,선반 가공,1
전주공업고등학교,자동차 기관,1
전주공업고등학교,토목 일반,2
전주공업고등학교,기초 제도,2
전주공업고등학교,실내 디자인,3
전주공업고등학교,중국어 회화Ⅰ,1
전주공업고등학교,자동 제어 기기 제작,1
전주공업고등학교,정보,2
전주공업고등학교,미술 창작,1
전주공업고등학교,음악,2
전주공업고등학교,운동과 건강,1
전주공업고등학교,체육,2
전주공업고등학교,물리학Ⅰ,2
전주공업고등학교,통합과학,3
전주공업고등학교,통합사회,2
전주공업고등학교,영어,4
전주근영여자고등학교,심리학,1
전주근영여자고등학교,생활과 윤리,2
전주근영여자고등학교,정치와 법,1
전주근영여자고등학교,통합사회,2
전주근영여자고등학교,한국사,2
전주근영여자고등학교,영어 독해와 작문,3
전주근영여자고등학교,영어Ⅰ,2
전주근영여자고등학교,영어,3
전주근영여자고등학교,심화 수학Ⅰ,2
전주근영여자고등학교,수학과제 탐구,1
전주근영여자고등학교,수학Ⅱ,2
전주근영여자고등학교,수학Ⅰ,2
전주근영여자고등학교,수학,2
전주근영여자고등학교,문학,2
전주근영여자고등학교,화법과 작문,4
전주근영여자고등학교,국어,3
전주근영여자고등학교,중국어Ⅱ,1
전주근영여자고등학교,일본어Ⅱ,2
전주근영여자고등학교,진로와 직업,1
전주근영여자고등학교,보건,1
전주근영여자고등학교,기술·가정,1
전주근영여자고등학교,미술 감상과 비평,1
전주근영여자고등학교,음악 연주,1
전주근영여자고등학교,연극,1
전주근영여자고등학교,운동과 건강,1
전주근영여자고등학교,체육,3
전주근영여자고등학교,생명과학Ⅱ,1
전주근영여자고등학교,화학Ⅱ,1
전주근영여자고등학교,지구과학Ⅰ,1
전주근영여자고등학교,생명과학Ⅰ,1
전주근영여자고등학교,화학Ⅰ,1
전주근영여자고등학교,과학탐구실험,1
전주근영여자고등학교,통합과학,3
전주근영여자고등학교,비교 문화,1
전주근영여자고등학교,사회문제 탐구,1
전주근영여자고등학교,여행지리,1
전주근영여자고등학교,한문Ⅰ,1
전주기전여자고등학교,한문Ⅰ,1
전주기전여자고등학교,종교학,2
전주기전여자고등학교,일본어Ⅰ,1
전주기전여자고등학교,가정과학,1
전주기전여자고등학교,미술 창작,1
전주기전여자고등학교,음악 연주,1
전주기전여자고등학교,체육 탐구,1
전주기전여자고등학교,스포츠 생활,1
전주기전여자고등학교,체육,1
전주기전여자고등학교,생명과학Ⅱ,2
전주기전여자고등학교,물리학Ⅰ,1
전주기전여자고등학교,과학탐구실험,1
전주기전여자고등학교,통합과학,3
전주기전여자고등학교,여행지리,1
전주기전여자고등학교,윤리와 사상,1
전주기전여자고등학교,생활과 윤리,1
전주기전여자고등학교,사회·문화,1
전주기전여자고등학교,정치와 법,1
전주기전여자고등학교,통합사회,1
전주기전여자고등학교,한국사,2
전주기전여자고등학교,영어 독해와 작문,2
전주기전여자고등학교,영어Ⅰ,2
전주기전여자고등학교,영어,3
전주기전여자고등학교,경제 수학,1
전주기전여자고등학교,미적분,2
전주기전여자고등학교,수학Ⅰ,3
전주기전여자고등학교,수학,3
전주기전여자고등학교,문학,3
전주기전여자고등학교,독서,3
전주기전여자고등학교,국어,2
전주기전여자고등학교,인공지능 기초,1
전주기전여자고등학교,중국어Ⅰ,1
전주생명과학고등학교,토목 도면 해석과 제도,1
전주생명과학고등학교,토공·포장 시공,1
전주생명과학고등학교,기타특수,3
전주생명과학고등학교,미술,1
전주생명과학고등학교,음악,2
전주생명과학고등학교,운동과 건강,1
전주생명과학고등학교,체육,1
전주생명과학고등학교,생명과학Ⅰ,1
전주생명과학고등학교,통합과학,2
전주생명과학고등학교,통합사회,2
전주생명과학고등학교,한국사,2
전주생명과학고등학교,영어Ⅰ,1
전주생명과학고등학교,영어,2
전주생명과학고등학교,수학,2
전주생명과학고등학교,국어,2
전주생명과학고등학교,시설원예,1
전주생명과학고등학교,애완동물미용,1
전주생명과학고등학교,가금 사육,1
전주생명과학고등학교,과수 재배,1
전주생명과학고등학교,채소 재배,1
전주생명과학고등학교,전특작 재배,2
전주생명과학고등학교,수도작 재배,1
전주생명과학고등학교,농업 기계 운전·작업,1
전주생명과학고등학교,농업 기계 공작,1
전주생명과학고등학교,농업 기계,1
전주생명과학고등학교,동물 자원,1
전주생명과학고등학교,농산 식품 가공,1
전주생명과학고등학교,농업 정보 관리,1
전주생명과학고등학교,농업 기초 기술,1
전주생명과학고등학교,농업 이해,1
전주생명과학고등학교,떡 제조,2
전주생명과학고등학교,제빵,1
전주생명과학고등학교,제과,1
전주생명과학고등학교,음료·주류 가공,2
전주생명과학고등학교,김치·반찬 가공,1
전주생명과학고등학교,축산 식품 가공,2
전주생명과학고등학교,식품 분석,1
전주생명과학고등학교,농업용 기계 설치·정비,1
전주생명과학고등학교,조경 설계,1
전주생명과학고등학교,조경 시공,2
전주생명과학고등학교,측량,1
전주생명과학고등학교,서양 조리,1
전주성심여자고등학교,중국어Ⅰ,1
전주성심여자고등학교,생활과 윤리,1
전주성심여자고등학교,통합사회,3
전주성심여자고등학교,한국사,2
전주성심여자고등학교,진로 영어,2
전주성심여자고등학교,영어 독해와 작문,2
전주성심여자고등학교,영어Ⅰ,3
전주성심여자고등학교,영어,3
전주성심여자고등학교,확률과 통계,3
전주성심여자고등학교,미적분,1
전주성심여자고등학교,수학Ⅰ,2
전주성심여자고등학교,심화 국어,2
전주성심여자고등학교,문학,3
전주성심여자고등학교,화법과 작문,2
전주성심여자고등학교,국어,3
전주성심여자고등학교,수학,3
전주성심여자고등학교,논술,1
전주성심여자고등학교,종교학,1
전주성심여자고등학교,교육학,1
전주성심여자고등학교,보건,1
전주성심여자고등학교,정보,1
전주성심여자고등학교,미술,1
전주성심여자고등학교,음악,1
전주성심여자고등학교,운동과 건강,1
전주성심여자고등학교,체육,2
전주성심여자고등학교,생활과 과학,1
전주성심여자고등학교,생명과학Ⅱ,1
전주성심여자고등학교,화학Ⅱ,1
전주성심여자고등학교,생명과학Ⅰ,1
전주성심여자고등학교,화학Ⅰ,1
전주성심여자고등학교,통합과학,3
전주성심여자고등학교,사회문제 탐구,2
전주성심여자고등학교,여행지리,1
전주성심여자고등학교,일본어Ⅰ,1
전주신흥고등학교,중국어Ⅰ,1
전주신흥고등학교,일본어Ⅰ,1
전주신흥고등학교,보건,1
전주신흥고등학교,정보,1
전주신흥고등학교,미술 감상과 비평,1
전주신흥고등학교,음악,1
전주신흥고등학교,운동과 건강,1
전주신흥고등학교,체육,2
전주신흥고등학교,물리학Ⅱ,1
전주신흥고등학교,지구과학Ⅰ,1
전주신흥고등학교,생명과학Ⅰ,1
전주신흥고등학교,화학Ⅰ,1
전주신흥고등학교,물리학Ⅰ,1
전주신흥고등학교,과학탐구실험,1
전주신흥고등학교,통합과학,3
전주신흥고등학교,사회문제 탐구,1
전주신흥고등학교,정치와 법,1
전주신흥고등학교,세계지리,1
전주신흥고등학교,통합사회,2
전주신흥고등학교,한국사,3
전주신흥고등학교,영어Ⅱ,3
전주신흥고등학교,영어 독해와 작문,1
전주신흥고등학교,영어Ⅰ,3
전주신흥고등학교,영어,3
전주신흥고등학교,기하,1
전주신흥고등학교,확률과 통계,1
전주신흥고등학교,미적분,2
전주신흥고등학교,수학Ⅰ,3
전주신흥고등학교,수학,3
전주신흥고등학교,생활과 윤리,1
전주신흥고등학교,문학,3
전주신흥고등학교,언어와 매체,1
전주신흥고등학교,독서,2
전주신흥고등학교,국어,3
전주신흥고등학교,종교학,1
전주신흥고등학교,한문Ⅰ,1
전주여자고등학교,중국어Ⅰ,1
전주여자고등학교,일본어Ⅰ,1
전주여자고등학교,진로와 직업,1
전주여자고등학교,보건,1
전주여자고등학교,정보,1
전주여자고등학교,기술·가정,1
전주여자고등학교,한문Ⅰ,1
전주여자고등학교,화학Ⅱ,1
전주여자고등학교,지구과학Ⅰ,1
전주여자고등학교,생명과학Ⅰ,1
전주여자고등학교,화학Ⅰ,1
전주여자고등학교,물리학Ⅰ,1
전주여자고등학교,통합과학,1
전주여자고등학교,세계 문제와 미래 사회,1
전주여자고등학교,고전과 윤리,1
전주여자고등학교,사회문제 탐구,1
전주여자고등학교,미술 창작,1
전주여자고등학교,음악 연주,1
전주여자고등학교,미술,1
전주여자고등학교,스포츠 생활,1
전주여자고등학교,운동과 건강,1
전주여자고등학교,체육,1
전주여자고등학교,생활과 과학,1
전주여자고등학교,지구과학Ⅱ,1
전주여자고등학교,여행지리,1
전주여자고등학교,생활과 윤리,1
전주여자고등학교,사회·문화,1
전주여자고등학교,세계지리,1
전주여자고등학교,통합사회,2
전주여자고등학교,한국사,2
전주여자고등학교,영어 독해와 작문,3
전주여자고등학교,영어Ⅰ,3
전주여자고등학교,영어,3
전주여자고등학교,경제 수학,2
전주여자고등학교,기하,2
전주여자고등학교,확률과 통계,1
전주여자고등학교,수학Ⅰ,3
전주여자고등학교,수학,3
전주여자고등학교,문학,3
전주여자고등학교,독서,4
전주여자고등학교,국어,3
전주여자고등학교,생명과학Ⅱ,1
전주상업정보고등학교,기업과 경영,1
전주상업정보고등학교,상업 경제,1
전주상업정보고등학교,성공적인 직업생활,2
전주상업정보고등학교,기타특수,3
전주상업정보고등학교,한문Ⅰ,1
전주상업정보고등학교,미술 창작,1
전주상업정보고등학교,음악,1
전주상업정보고등학교,창의 경영,1
전주상업정보고등학교,보험 일반,1
전주상업정보고등학교,기업 자원 통합 관리,1
전주상업정보고등학교,원산지 관리,1
전주상업정보고등학교,보험 모집,1
전주상업정보고등학교,창구 사무,1
전주상업정보고등학교,세무 실무,1
전주상업정보고등학교,회계 실무,2
전주상업정보고등학교,사무 행정,2
전주상업정보고등학교,창업 일반,1
전주상업정보고등학교,금융 일반,1
전주상업정보고등학교,국제 상무,1
전주상업정보고등학교,세무 일반,1
전주상업정보고등학교,기업 자원 통합 관리,2
전주상업정보고등학교,회계 정보 처리 시스템,1
전주상업정보고등학교,회계 실무,1
전주상업정보고등학교,운동과 건강,2
전주상업정보고등학교,체육,1
전주상업정보고등학교,통합과학,2
전주상업정보고등학교,통합사회,1
전주상업정보고등학교,한국사,1
전주상업정보고등학교,영어,1
전주상업정보고등학교,실용 수학,1
전주상업정보고등학교,수학,1
전주상업정보고등학교,실용 국어,1
전주상업정보고등학교,국어,2
전주상업정보고등학교,회계 원리,2
전주상업정보고등학교,사무 관리,2
전주영생고등학교,한문Ⅰ,1
전주영생고등학교,음악 연주,1
전주영생고등학교,일본어Ⅰ,1
전주영생고등학교,정보,1
전주영생고등학교,미술 창작,1
전주영생고등학교,음악 감상과 비평,2
전주영생고등학교,통합사회,3
전주영생고등학교,한국사,3
전주영생고등학교,영어 독해와 작문,3
전주영생고등학교,영어Ⅰ,2
전주영생고등학교,영어,3
전주영생고등학교,확률과 통계,2
전주영생고등학교,미적분,1
전주영생고등학교,수학Ⅰ,2
전주영생고등학교,수학,3
전주영생고등학교,문학,3
전주영생고등학교,세계지리,1
전주영생고등학교,언어와 매체,1
전주영생고등학교,종교학,1
전주영생고등학교,화법과 작문,2
전주영생고등학교,국어,3
전주영생고등학교,운동과 건강,2
전주영생고등학교,체육,1
전주영생고등학교,생활과 과학,1
전주영생고등학교,지구과학Ⅱ,1
전주영생고등학교,생명과학Ⅱ,1
전주영생고등학교,화학Ⅱ,1
전주영생고등학교,지구과학Ⅰ,1
전주영생고등학교,생명과학Ⅰ,1
전주영생고등학교,물리학Ⅰ,1
전주영생고등학교,과학탐구실험,1
전주영생고등학교,통합과학,2
전주영생고등학교,사회 탐구 방법,1
전주영생고등학교,생활과 윤리,1
전주영생고등학교,사회·문화,1
전주영생고등학교,세계사,1
전주영생고등학교,중국어Ⅰ,1
전주예술고등학교,음악 전공 실기,2
전주예술고등학교,미술 전공 실기,1
전주예술고등학교,체육 탐구,1
전주예술고등학교,체육,1
전주예술고등학교,생명과학Ⅰ,1
전주예술고등학교,통합과학,1
전주예술고등학교,한국지리,1
전주예술고등학교,사회,1
전주예술고등학교,영어,1
전주예술고등학교,수학Ⅰ,1
전주예술고등학교,수학,1
전주예술고등학교,문학,1
전주예술고등학교,국어,1
전주예술고등학교,화성학,1
전주예술고등학교,전공실기1,2
전주예술고등학교,전공 실기,3
전주예술고등학교,시창·청음Ⅰ,1
전주예술고등학교,연기Ⅰ,1
전주예술고등학교,연극 제작 실습,1
전주예술고등학교,무용 음악 실습,1
전주예술고등학교,무용 전공 실기,1
전주예술고등학교,무용 기초 실기,1
전주예술고등학교,무용과 몸,1
전주예술고등학교,미술 전공 실기,2
전주예술고등학교,매체 미술,1
전주예술고등학교,입체 조형,1
전주예술고등학교,드로잉,1
전주예술고등학교,공연 실습,1
전주예술고등학교,합주,1
전주예술고등학교,합창,1
전주예술고등학교,안무Ⅱ,1
전주예술고등학교,고급연기,1
전주예술고등학교,실용음악Ⅲ,1
전주예술고등학교,무용 기초 실기Ⅰ,1
전주예술고등학교,무용 전공 실기Ⅱ,2
전주예술고등학교,무용 전공 실기Ⅰ,2
전주예술고등학교,미술전공실기Ⅱ,3
전주예술고등학교,음악전공실기Ⅰ,2
전주예술고등학교,음악 전공 실기,1
전주예술고등학교,종교학,1
전주예술고등학교,기술·가정,1
전주예술고등학교,무용 전공 실기,1
전주예술고등학교,음악,1
전주중앙여자고등학교,정보,1
전주중앙여자고등학교,생명과학Ⅱ,1
전주중앙여자고등학교,생명과학Ⅰ,1
전주중앙여자고등학교,화학Ⅰ,1
